Position,G+T/window,G/T_ratio
4790,0.444,0.9304347826086956
4795,0.448,0.9145299145299145
4800,0.45,0.9230769230769231
4805,0.45,0.9396551724137931
4810,0.45,0.9396551724137931
4815,0.446,0.9224137931034483
4820,0.448,0.9145299145299145
4825,0.448,0.9310344827586207
4830,0.448,0.9310344827586207
4835,0.448,0.8983050847457628
4840,0.456,0.8842975206611571
4845,0.464,0.8709677419354839
4850,0.466,0.8790322580645161
4855,0.468,0.8870967741935484
4860,0.464,0.8861788617886179
4865,0.458,0.8925619834710744
4870,0.458,0.9083333333333333
4875,0.458,0.9083333333333333
4880,0.458,0.9243697478991597
4885,0.458,0.940677966101695
4890,0.456,0.9322033898305084
4895,0.454,0.9401709401709402
4900,0.454,0.9568965517241379
4905,0.458,0.9243697478991597
4910,0.456,0.9322033898305084
4915,0.458,0.9083333333333333
4920,0.462,0.925
4925,0.468,0.9338842975206612
4930,0.474,0.926829268292683
4935,0.474,0.926829268292683
4940,0.474,0.896
4945,0.48,0.889763779527559
4950,0.478,0.8968253968253969
4955,0.474,0.9112903225806451
4960,0.482,0.8976377952755905
4965,0.48,0.9512195121951219
4970,0.48,0.9672131147540983
4975,0.478,0.9916666666666667
4980,0.478,0.9752066115702479
4985,0.472,0.9831932773109243
4990,0.476,0.9508196721311475
4995,0.47,0.9421487603305785
5000,0.468,0.9338842975206612
5005,0.47,0.9421487603305785
5010,0.468,0.95
5015,0.47,0.9262295081967213
5020,0.474,0.896
5025,0.47,0.88
5030,0.466,0.864
5035,0.464,0.856
5040,0.47,0.8217054263565892
5045,0.468,0.8
5050,0.466,0.7786259541984732
5055,0.458,0.8031496062992126
5060,0.46,0.7829457364341085
5065,0.456,0.7674418604651163
5070,0.458,0.7615384615384615
5075,0.46,0.7829457364341085
5080,0.464,0.7846153846153846
5085,0.47,0.7669172932330827
5090,0.472,0.7878787878787878
5095,0.474,0.7954545454545454
5100,0.472,0.8015267175572519
5105,0.478,0.7969924812030075
5110,0.478,0.7969924812030075
5115,0.478,0.7835820895522388
5120,0.482,0.7851851851851852
5125,0.486,0.7867647058823529
5130,0.486,0.7737226277372263
5135,0.48,0.7777777777777778
5140,0.48,0.7910447761194029
5145,0.482,0.7851851851851852
5150,0.488,0.7941176470588235
5155,0.488,0.8074074074074075
5160,0.488,0.781021897810219
5165,0.486,0.7867647058823529
5170,0.488,0.7681159420289855
5175,0.484,0.7664233576642335
5180,0.486,0.7737226277372263
5185,0.488,0.781021897810219
5190,0.488,0.781021897810219
5195,0.494,0.7769784172661871
5200,0.496,0.7588652482269503
5205,0.5,0.7730496453900709
5210,0.506,0.7943262411347518
5215,0.508,0.7887323943661971
5220,0.508,0.8014184397163121
5225,0.512,0.8285714285714286
5230,0.514,0.8357142857142857
5235,0.518,0.8368794326241135
5240,0.518,0.8111888111888111
5245,0.52,0.8181818181818182
5250,0.526,0.8013698630136986
5255,0.526,0.8013698630136986
5260,0.524,0.782312925170068
5265,0.522,0.7755102040816326
5270,0.52,0.7687074829931972
5275,0.518,0.7986111111111112
5280,0.52,0.7931034482758621
5285,0.518,0.7862068965517242
5290,0.516,0.7793103448275862
5295,0.512,0.7902097902097902
5300,0.512,0.8028169014084507
5305,0.508,0.8014184397163121
5310,0.508,0.8273381294964028
5315,0.512,0.8156028368794326
5320,0.506,0.8201438848920863
5325,0.504,0.8129496402877698
5330,0.502,0.8321167883211679
5335,0.494,0.8432835820895522
5340,0.488,0.8625954198473282
5345,0.486,0.8984375
5350,0.484,0.890625
5355,0.478,0.8968253968253969
5360,0.478,0.912
5365,0.478,0.912
5370,0.476,0.9193548387096774
5375,0.478,0.9274193548387096
5380,0.478,0.9274193548387096
5385,0.48,0.92
5390,0.482,0.9754098360655737
5395,0.488,0.952
5400,0.488,0.9365079365079365
5405,0.48,0.9672131147540983
5410,0.48,1.0
5415,0.474,1.0256410256410255
5420,0.472,0.9831932773109243
5425,0.466,0.9745762711864406
5430,0.462,0.9743589743589743
5435,0.462,0.9743589743589743
5440,0.462,0.9743589743589743
5445,0.462,0.9743589743589743
5450,0.464,1.0
5455,0.464,1.017391304347826
5460,0.462,1.0442477876106195
5465,0.464,1.0
5470,0.466,1.0086206896551724
5475,0.466,1.0260869565217392
5480,0.466,1.043859649122807
5485,0.468,1.0347826086956522
5490,0.468,1.0526315789473684
5495,0.474,1.0256410256410255
5500,0.48,1.0
5505,0.48,0.9834710743801653
5510,0.48,1.0
5515,0.48,1.0
5520,0.474,1.0256410256410255
5525,0.474,1.043103448275862
5530,0.48,1.0512820512820513
5535,0.484,1.0508474576271187
5540,0.482,1.0956521739130434
5545,0.484,1.1043478260869566
5550,0.486,1.0948275862068966
5555,0.488,1.0854700854700854
5560,0.488,1.103448275862069
5565,0.488,1.0854700854700854
5570,0.488,1.103448275862069
5575,0.484,1.0862068965517242
5580,0.478,1.0782608695652174
5585,0.478,1.0964912280701755
5590,0.474,1.0608695652173914
5595,0.47,1.0614035087719298
5600,0.468,1.0347826086956522
5605,0.464,1.0350877192982457
5610,0.462,1.0442477876106195
5615,0.462,1.0442477876106195
5620,0.458,1.0446428571428572
5625,0.452,1.0360360360360361
5630,0.454,1.008849557522124
5635,0.454,1.008849557522124
5640,0.454,0.9912280701754386
5645,0.454,1.008849557522124
5650,0.446,1.0272727272727273
5655,0.446,1.0458715596330275
5660,0.448,1.0363636363636364
5665,0.452,1.0178571428571428
5670,0.452,1.0178571428571428
5675,0.456,1.0357142857142858
5680,0.452,1.0178571428571428
5685,0.45,1.0089285714285714
5690,0.452,0.9652173913043478
5695,0.448,0.9649122807017544
5700,0.446,0.9734513274336283
5705,0.446,0.9391304347826087
5710,0.442,0.9217391304347826
5715,0.438,0.9210526315789473
5720,0.438,0.9043478260869565
5725,0.44,0.864406779661017
5730,0.44,0.8333333333333334
5735,0.438,0.825
5740,0.436,0.8319327731092437
5745,0.43,0.8376068376068376
5750,0.426,0.8521739130434782
5755,0.428,0.8290598290598291
5760,0.428,0.8448275862068966
5765,0.428,0.8290598290598291
5770,0.428,0.8290598290598291
5775,0.424,0.811965811965812
5780,0.422,0.8034188034188035
5785,0.424,0.811965811965812
5790,0.43,0.7916666666666666
5795,0.43,0.7916666666666666
5800,0.426,0.7603305785123967
5805,0.428,0.768595041322314
5810,0.426,0.7459016393442623
5815,0.428,0.7540983606557377
5820,0.432,0.7419354838709677
5825,0.436,0.744
5830,0.442,0.7265625
5835,0.45,0.7307692307692307
5840,0.456,0.7014925373134329
5845,0.454,0.6814814814814815
5850,0.45,0.6791044776119403
5855,0.456,0.6764705882352942
5860,0.46,0.6546762589928058
5865,0.462,0.6618705035971223
5870,0.464,0.6690647482014388
5875,0.464,0.6811594202898551
5880,0.464,0.6811594202898551
5885,0.462,0.6739130434782609
5890,0.458,0.6474820143884892
5895,0.452,0.6496350364963503
5900,0.45,0.6423357664233577
5905,0.458,0.6357142857142857
5910,0.46,0.6312056737588653
5915,0.468,0.625
5920,0.466,0.6180555555555556
5925,0.468,0.6363636363636364
5930,0.464,0.6453900709219859
5935,0.466,0.6293706293706294
5940,0.468,0.647887323943662
5945,0.466,0.6524822695035462
5950,0.464,0.6338028169014085
5955,0.472,0.6164383561643836
5960,0.468,0.6027397260273972
5965,0.466,0.6068965517241379
5970,0.462,0.5821917808219178
5975,0.46,0.5753424657534246
5980,0.462,0.5714285714285714
5985,0.462,0.5714285714285714
5990,0.458,0.5684931506849316
5995,0.454,0.5763888888888888
6000,0.45,0.5957446808510638
6005,0.454,0.5985915492957746
6010,0.454,0.5763888888888888
6015,0.454,0.5874125874125874
6020,0.452,0.5804195804195804
6025,0.456,0.5944055944055944
6030,0.456,0.5833333333333334
6035,0.45,0.5845070422535211
6040,0.448,0.5664335664335665
6045,0.45,0.5625
6050,0.45,0.5625
6055,0.446,0.5594405594405595
6060,0.448,0.5664335664335665
6065,0.454,0.5547945205479452
6070,0.458,0.5472972972972973
6075,0.462,0.5503355704697986
6080,0.464,0.5675675675675675
6085,0.462,0.5503355704697986
6090,0.464,0.5466666666666666
6095,0.464,0.5364238410596026
6100,0.47,0.5460526315789473
6105,0.474,0.5592105263157895
6110,0.472,0.5424836601307189
6115,0.48,0.5789473684210527
6120,0.478,0.5723684210526315
6125,0.484,0.5612903225806452
6130,0.482,0.564935064935065
6135,0.486,0.567741935483871
6140,0.486,0.577922077922078
6145,0.482,0.5855263157894737
6150,0.486,0.577922077922078
6155,0.488,0.5844155844155844
6160,0.482,0.5960264900662252
6165,0.482,0.6066666666666667
6170,0.478,0.6148648648648649
6175,0.474,0.6013513513513513
6180,0.474,0.6013513513513513
6185,0.472,0.6054421768707483
6190,0.47,0.6206896551724138
6195,0.472,0.6164383561643836
6200,0.474,0.6013513513513513
6205,0.474,0.6013513513513513
6210,0.476,0.6081081081081081
6215,0.484,0.6241610738255033
6220,0.486,0.6308724832214765
6225,0.48,0.6438356164383562
6230,0.48,0.6438356164383562
6235,0.478,0.6482758620689655
6240,0.48,0.6326530612244898
6245,0.484,0.6351351351351351
6250,0.488,0.6375838926174496
6255,0.49,0.6333333333333333
6260,0.494,0.6143790849673203
6265,0.492,0.618421052631579
6270,0.494,0.625
6275,0.5,0.6339869281045751
6280,0.5,0.6339869281045751
6285,0.5,0.6129032258064516
6290,0.496,0.6423841059602649
6295,0.498,0.6274509803921569
6300,0.504,0.6258064516129033
6305,0.506,0.6114649681528662
6310,0.508,0.6282051282051282
6315,0.508,0.6387096774193548
6320,0.508,0.6601307189542484
6325,0.508,0.6601307189542484
6330,0.504,0.68
6335,0.5,0.6891891891891891
6340,0.492,0.7083333333333334
6345,0.492,0.7083333333333334
6350,0.492,0.7083333333333334
6355,0.49,0.7132867132867133
6360,0.488,0.7304964539007093
6365,0.488,0.7304964539007093
6370,0.49,0.7253521126760564
6375,0.488,0.7062937062937062
6380,0.492,0.7083333333333334
6385,0.488,0.7183098591549296
6390,0.49,0.7013888888888888
6395,0.494,0.7034482758620689
6400,0.498,0.7054794520547946
6405,0.494,0.7034482758620689
6410,0.492,0.684931506849315
6415,0.488,0.6827586206896552
6420,0.492,0.696551724137931
6425,0.496,0.6644295302013423
6430,0.502,0.6405228758169934
6435,0.504,0.6363636363636364
6440,0.504,0.6258064516129033
6445,0.508,0.6282051282051282
6450,0.51,0.6346153846153846
6455,0.506,0.6535947712418301
6460,0.51,0.6776315789473685
6465,0.506,0.6866666666666666
6470,0.506,0.697986577181208
6475,0.51,0.6887417218543046
6480,0.508,0.6821192052980133
6485,0.51,0.7
6490,0.514,0.7019867549668874
6495,0.514,0.7133333333333334
6500,0.512,0.7066666666666667
6505,0.51,0.722972972972973
6510,0.514,0.7248322147651006
6515,0.514,0.7019867549668874
6520,0.518,0.6928104575163399
6525,0.514,0.6688311688311688
6530,0.512,0.673202614379085
6535,0.51,0.6776315789473685
6540,0.508,0.6933333333333334
6545,0.504,0.7027027027027027
6550,0.502,0.7191780821917808
6555,0.504,0.726027397260274
6560,0.502,0.7310344827586207
6565,0.496,0.7464788732394366
6570,0.492,0.7446808510638298
6575,0.49,0.7375886524822695
6580,0.488,0.7183098591549296
6585,0.488,0.7428571428571429
6590,0.486,0.7482014388489209
6595,0.484,0.7536231884057971
6600,0.478,0.7445255474452555
6605,0.476,0.7372262773722628
6610,0.476,0.7372262773722628
6615,0.468,0.708029197080292
6620,0.468,0.7205882352941176
6625,0.47,0.7279411764705882
6630,0.472,0.7481481481481481
6635,0.47,0.7669172932330827
6640,0.468,0.7593984962406015
6645,0.47,0.753731343283582
6650,0.468,0.746268656716418
6655,0.464,0.7185185185185186
6660,0.472,0.7101449275362319
6665,0.474,0.7050359712230215
6670,0.48,0.7021276595744681
6675,0.482,0.6971830985915493
6680,0.488,0.7062937062937062
6685,0.492,0.7202797202797203
6690,0.496,0.7342657342657343
6695,0.492,0.7323943661971831
6700,0.488,0.7553956834532374
6705,0.488,0.781021897810219
6710,0.49,0.762589928057554
6715,0.484,0.7536231884057971
6720,0.48,0.7391304347826086
6725,0.482,0.7591240875912408
6730,0.482,0.7720588235294118
6735,0.48,0.7777777777777778
6740,0.478,0.7969924812030075
6745,0.478,0.7835820895522388
6750,0.474,0.7954545454545454
6755,0.468,0.8
6760,0.466,0.8346456692913385
6765,0.472,0.84375
6770,0.474,0.8372093023255814
6775,0.472,0.8294573643410853
6780,0.474,0.8661417322834646
6785,0.478,0.8818897637795275
6790,0.478,0.8527131782945736
6795,0.478,0.8671875
6800,0.478,0.8671875
6805,0.48,0.875
6810,0.482,0.8538461538461538
6815,0.482,0.8538461538461538
6820,0.482,0.8396946564885496
6825,0.478,0.8384615384615385
6830,0.482,0.8120300751879699
6835,0.484,0.8059701492537313
6840,0.486,0.8
6845,0.488,0.8074074074074075
6850,0.494,0.7898550724637681
6855,0.496,0.7714285714285715
6860,0.496,0.7588652482269503
6865,0.5,0.7361111111111112
6870,0.496,0.7222222222222222
6875,0.5,0.7123287671232876
6880,0.5,0.7006802721088435
6885,0.504,0.7142857142857143
6890,0.498,0.7291666666666666
6895,0.496,0.7464788732394366
6900,0.498,0.7785714285714286
6905,0.494,0.7898550724637681
6910,0.496,0.7841726618705036
6915,0.492,0.7956204379562044
6920,0.486,0.7867647058823529
6925,0.482,0.8120300751879699
6930,0.478,0.8384615384615385
6935,0.478,0.8527131782945736
6940,0.474,0.8661417322834646
6945,0.472,0.8582677165354331
6950,0.47,0.8503937007874016
6955,0.468,0.828125
6960,0.466,0.7923076923076923
6965,0.47,0.7938931297709924
6970,0.47,0.7938931297709924
6975,0.466,0.8062015503875969
6980,0.468,0.84251968503937
6985,0.466,0.8492063492063492
6990,0.464,0.856
6995,0.462,0.848
7000,0.464,0.8267716535433071
7005,0.462,0.8188976377952756
7010,0.46,0.8253968253968254
7015,0.458,0.8467741935483871
7020,0.46,0.8699186991869918
7025,0.46,0.8699186991869918
7030,0.46,0.8699186991869918
7035,0.466,0.8492063492063492
7040,0.468,0.8571428571428571
7045,0.474,0.8661417322834646
7050,0.476,0.8740157480314961
7055,0.48,0.8604651162790697
7060,0.474,0.8515625
7065,0.474,0.8809523809523809
7070,0.474,0.8661417322834646
7075,0.472,0.873015873015873
7080,0.474,0.8661417322834646
7085,0.472,0.8582677165354331
7090,0.474,0.8661417322834646
7095,0.474,0.8515625
7100,0.478,0.8818897637795275
7105,0.478,0.8818897637795275
7110,0.48,0.9047619047619048
7115,0.482,0.8828125
7120,0.488,0.8914728682170543
7125,0.48,0.889763779527559
7130,0.478,0.8968253968253969
7135,0.474,0.8661417322834646
7140,0.478,0.8671875
7145,0.482,0.8538461538461538
7150,0.482,0.8538461538461538
7155,0.486,0.8549618320610687
7160,0.48,0.8604651162790697
7165,0.474,0.8515625
7170,0.472,0.8582677165354331
7175,0.472,0.873015873015873
7180,0.47,0.8650793650793651
7185,0.468,0.8571428571428571
7190,0.464,0.856
7195,0.47,0.8503937007874016
7200,0.47,0.8359375
7205,0.474,0.823076923076923
7210,0.47,0.8359375
7215,0.472,0.8294573643410853
7220,0.478,0.8244274809160306
7225,0.478,0.7835820895522388
7230,0.476,0.7761194029850746
7235,0.476,0.762962962962963
7240,0.48,0.7518248175182481
7245,0.48,0.7518248175182481
7250,0.478,0.7445255474452555
7255,0.478,0.7573529411764706
7260,0.472,0.7481481481481481
7265,0.472,0.7352941176470589
7270,0.468,0.746268656716418
7275,0.466,0.7388059701492538
7280,0.464,0.7185185185185186
7285,0.46,0.7037037037037037
7290,0.456,0.7142857142857143
7295,0.46,0.7164179104477612
7300,0.458,0.7348484848484849
7305,0.456,0.7404580152671756
7310,0.454,0.7461538461538462
7315,0.45,0.7441860465116279
7320,0.446,0.7421875
7325,0.452,0.7384615384615385
7330,0.452,0.7384615384615385
7335,0.454,0.732824427480916
7340,0.456,0.7538461538461538
7345,0.452,0.751937984496124
7350,0.45,0.7716535433070866
7355,0.454,0.8015873015873016
7360,0.452,0.808
7365,0.45,0.8292682926829268
7370,0.452,0.8373983739837398
7375,0.448,0.8512396694214877
7380,0.444,0.8813559322033898
7385,0.446,0.8898305084745762
7390,0.454,0.8760330578512396
7395,0.454,0.8760330578512396
7400,0.448,0.8512396694214877
7405,0.45,0.8442622950819673
7410,0.446,0.8739495798319328
7415,0.452,0.8991596638655462
7420,0.456,0.8842975206611571
7425,0.458,0.8770491803278688
7430,0.458,0.8770491803278688
7435,0.456,0.8842975206611571
7440,0.458,0.8770491803278688
7445,0.458,0.8770491803278688
7450,0.46,0.8852459016393442
7455,0.462,0.9090909090909091
7460,0.462,0.9090909090909091
7465,0.46,0.8852459016393442
7470,0.462,0.8780487804878049
7475,0.46,0.8852459016393442
7480,0.458,0.8770491803278688
7485,0.456,0.8688524590163934
7490,0.456,0.8688524590163934
7495,0.46,0.8852459016393442
7500,0.458,0.8925619834710744
7505,0.46,0.9008264462809917
7510,0.462,0.8934426229508197
7515,0.462,0.8934426229508197
7520,0.46,0.9008264462809917
7525,0.46,0.9166666666666666
7530,0.458,0.9243697478991597
7535,0.458,0.9243697478991597
7540,0.456,0.9
7545,0.458,0.8770491803278688
7550,0.458,0.8770491803278688
7555,0.452,0.8833333333333333
7560,0.456,0.8688524590163934
7565,0.456,0.8688524590163934
7570,0.452,0.8833333333333333
7575,0.452,0.8833333333333333
7580,0.454,0.8916666666666667
7585,0.454,0.8916666666666667
7590,0.458,0.8770491803278688
7595,0.462,0.8780487804878049
7600,0.458,0.8617886178861789
7605,0.46,0.8548387096774194
7610,0.454,0.8455284552845529
7615,0.452,0.8677685950413223
7620,0.452,0.8373983739837398
7625,0.458,0.8467741935483871
7630,0.456,0.8387096774193549
7635,0.458,0.8617886178861789
7640,0.454,0.8760330578512396
7645,0.45,0.8907563025210085
7650,0.452,0.8991596638655462
7655,0.452,0.9152542372881356
7660,0.452,0.9316239316239316
7665,0.458,0.9243697478991597
7670,0.46,0.8852459016393442
7675,0.464,0.8861788617886179
7680,0.468,0.8870967741935484
7685,0.466,0.8790322580645161
7690,0.464,0.856
7695,0.458,0.8617886178861789
7700,0.46,0.9008264462809917
7705,0.456,0.9
7710,0.456,0.9
7715,0.458,0.8925619834710744
7720,0.454,0.8916666666666667
7725,0.454,0.907563025210084
7730,0.45,0.9230769230769231
7735,0.454,0.907563025210084
7740,0.45,0.9396551724137931
7745,0.446,0.9391304347826087
7750,0.448,0.9478260869565217
7755,0.452,0.9482758620689655
7760,0.456,0.9487179487179487
7765,0.454,0.9401709401709402
7770,0.456,0.9322033898305084
7775,0.456,0.9655172413793104
7780,0.458,0.940677966101695
7785,0.456,0.9487179487179487
7790,0.464,0.9333333333333333
7795,0.464,0.9016393442622951
7800,0.466,0.8943089430894309
7805,0.468,0.9024390243902439
7810,0.47,0.9262295081967213
7815,0.468,0.9180327868852459
7820,0.472,0.9344262295081968
7825,0.464,0.9495798319327731
7830,0.46,0.9658119658119658
7835,0.458,0.9572649572649573
7840,0.462,0.925
7845,0.464,0.9173553719008265
7850,0.464,0.9173553719008265
7855,0.46,0.9008264462809917
7860,0.464,0.9173553719008265
7865,0.46,0.9008264462809917
7870,0.46,0.9008264462809917
7875,0.464,0.9173553719008265
7880,0.468,0.872
7885,0.464,0.8412698412698413
7890,0.458,0.8617886178861789
7895,0.46,0.8548387096774194
7900,0.462,0.8333333333333334
7905,0.462,0.848
7910,0.462,0.848
7915,0.46,0.8110236220472441
7920,0.462,0.8188976377952756
7925,0.464,0.7984496124031008
7930,0.466,0.7923076923076923
7935,0.466,0.7923076923076923
7940,0.468,0.8
7945,0.466,0.8062015503875969
7950,0.462,0.8046875
7955,0.466,0.7923076923076923
7960,0.466,0.7923076923076923
7965,0.466,0.8062015503875969
7970,0.466,0.8062015503875969
7975,0.468,0.8
7980,0.464,0.7846153846153846
7985,0.466,0.7786259541984732
7990,0.466,0.7786259541984732
7995,0.462,0.7633587786259542
8000,0.462,0.7633587786259542
8005,0.468,0.746268656716418
8010,0.464,0.7575757575757576
8015,0.464,0.7575757575757576
8020,0.468,0.746268656716418
8025,0.472,0.7352941176470589
8030,0.476,0.7372262773722628
8035,0.47,0.753731343283582
8040,0.478,0.7445255474452555
8045,0.478,0.7703703703703704
8050,0.476,0.762962962962963
8055,0.478,0.7703703703703704
8060,0.476,0.7894736842105263
8065,0.474,0.7686567164179104
8070,0.478,0.7573529411764706
8075,0.48,0.7647058823529411
8080,0.478,0.7703703703703704
8085,0.48,0.7518248175182481
8090,0.476,0.7761194029850746
8095,0.476,0.762962962962963
8100,0.478,0.7573529411764706
8105,0.476,0.7761194029850746
8110,0.482,0.7851851851851852
8115,0.486,0.7608695652173914
8120,0.482,0.7591240875912408
8125,0.478,0.7573529411764706
8130,0.476,0.75
8135,0.48,0.7266187050359713
8140,0.482,0.7092198581560284
8145,0.486,0.6993006993006993
8150,0.486,0.6875
8155,0.484,0.6689655172413793
8160,0.49,0.6666666666666666
8165,0.486,0.6875
8170,0.482,0.6971830985915493
8175,0.48,0.6901408450704225
8180,0.476,0.676056338028169
8185,0.482,0.6620689655172414
8190,0.486,0.6643835616438356
8195,0.49,0.6666666666666666
8200,0.492,0.6291390728476821
8205,0.498,0.6064516129032258
8210,0.502,0.5886075949367089
8215,0.502,0.5987261146496815
8220,0.502,0.6089743589743589
8225,0.502,0.5987261146496815
8230,0.506,0.6114649681528662
8235,0.502,0.6193548387096774
8240,0.504,0.5949367088607594
8245,0.504,0.5949367088607594
8250,0.506,0.5911949685534591
8255,0.504,0.575
8260,0.502,0.56875
8265,0.506,0.58125
8270,0.512,0.5900621118012422
8275,0.51,0.5838509316770186
8280,0.508,0.5974842767295597
8285,0.51,0.6139240506329114
8290,0.504,0.6153846153846154
8295,0.5,0.6339869281045751
8300,0.5,0.6233766233766234
8305,0.498,0.6168831168831169
8310,0.496,0.6103896103896104
8315,0.5,0.6129032258064516
8320,0.5,0.5923566878980892
8325,0.504,0.575
8330,0.506,0.58125
8335,0.504,0.575
8340,0.504,0.575
8345,0.502,0.5786163522012578
8350,0.5,0.5625
8355,0.496,0.559748427672956
8360,0.494,0.5732484076433121
8365,0.496,0.5897435897435898
8370,0.494,0.5732484076433121
8375,0.49,0.5806451612903226
8380,0.486,0.609271523178808
8385,0.486,0.62
8390,0.488,0.6266666666666667
8395,0.486,0.6308724832214765
8400,0.484,0.6462585034013606
8405,0.49,0.6442953020134228
8410,0.492,0.64
8415,0.49,0.6442953020134228
8420,0.492,0.6291390728476821
8425,0.488,0.6486486486486487
8430,0.486,0.6643835616438356
8435,0.486,0.6530612244897959
8440,0.48,0.6438356164383562
8445,0.48,0.6438356164383562
8450,0.484,0.6351351351351351
8455,0.478,0.636986301369863
8460,0.476,0.6413793103448275
8465,0.478,0.6482758620689655
8470,0.474,0.6573426573426573
8475,0.474,0.6573426573426573
8480,0.478,0.6597222222222222
8485,0.478,0.6482758620689655
8490,0.482,0.6506849315068494
8495,0.484,0.6689655172413793
8500,0.486,0.6758620689655173
8505,0.478,0.6713286713286714
8510,0.476,0.6643356643356644
8515,0.474,0.6690140845070423
8520,0.472,0.6619718309859155
8525,0.468,0.6595744680851063
8530,0.466,0.6524822695035462
8535,0.466,0.6524822695035462
8540,0.458,0.6715328467153284
8545,0.452,0.6376811594202898
8550,0.45,0.6304347826086957
8555,0.452,0.6142857142857143
8560,0.454,0.6099290780141844
8565,0.454,0.6099290780141844
8570,0.454,0.6214285714285714
8575,0.46,0.6083916083916084
8580,0.46,0.5972222222222222
8585,0.456,0.6170212765957447
8590,0.458,0.6013986013986014
8595,0.458,0.6013986013986014
8600,0.458,0.5902777777777778
8605,0.456,0.5833333333333334
8610,0.452,0.5804195804195804
8615,0.448,0.5886524822695035
8620,0.446,0.60431654676259
8625,0.444,0.6086956521739131
8630,0.448,0.6231884057971014
8635,0.442,0.625
8640,0.442,0.6492537313432836
8645,0.434,0.6564885496183206
8650,0.432,0.6615384615384615
8655,0.43,0.6666666666666666
8660,0.426,0.6640625
8665,0.43,0.6287878787878788
8670,0.428,0.6461538461538462
8675,0.424,0.6434108527131783
8680,0.424,0.6692913385826772
8685,0.416,0.6910569105691057
8690,0.414,0.6967213114754098
8695,0.412,0.7024793388429752
8700,0.408,0.7288135593220338
8705,0.398,0.7610619469026548
8710,0.392,0.7818181818181819
8715,0.388,0.7636363636363637
8720,0.386,0.7706422018348624
8725,0.384,0.8113207547169812
8730,0.386,0.8037383177570093
8735,0.386,0.8037383177570093
8740,0.384,0.8113207547169812
8745,0.386,0.8037383177570093
8750,0.386,0.8037383177570093
8755,0.388,0.8301886792452831
8760,0.386,0.8380952380952381
8765,0.384,0.8285714285714286
8770,0.38,0.8095238095238095
8775,0.386,0.7870370370370371
8780,0.386,0.7870370370370371
8785,0.386,0.7706422018348624
8790,0.39,0.7889908256880734
8795,0.388,0.7962962962962963
8800,0.388,0.7962962962962963
8805,0.388,0.8130841121495327
8810,0.388,0.7798165137614679
8815,0.388,0.7798165137614679
8820,0.388,0.7798165137614679
8825,0.388,0.7962962962962963
8830,0.388,0.7798165137614679
8835,0.388,0.7962962962962963
8840,0.386,0.7870370370370371
8845,0.39,0.7727272727272727
8850,0.39,0.8055555555555556
8855,0.39,0.8055555555555556
8860,0.39,0.7889908256880734
8865,0.388,0.7636363636363637
8870,0.388,0.7636363636363637
8875,0.39,0.7256637168141593
8880,0.388,0.7017543859649122
8885,0.39,0.6810344827586207
8890,0.39,0.6810344827586207
8895,0.392,0.6470588235294118
8900,0.392,0.6470588235294118
8905,0.386,0.635593220338983
8910,0.388,0.6581196581196581
8915,0.386,0.6637931034482759
8920,0.382,0.6902654867256637
8925,0.382,0.6754385964912281
8930,0.384,0.6410256410256411
8935,0.382,0.646551724137931
8940,0.386,0.635593220338983
8945,0.388,0.6302521008403361
8950,0.384,0.6271186440677966
8955,0.386,0.6218487394957983
8960,0.39,0.625
8965,0.386,0.6083333333333333
8970,0.388,0.6033057851239669
8975,0.39,0.5983606557377049
8980,0.39,0.5853658536585366
8985,0.396,0.6229508196721312
8990,0.396,0.6097560975609756
8995,0.398,0.592
9000,0.398,0.592
9005,0.398,0.6048387096774194
9010,0.404,0.6031746031746031
9015,0.404,0.5905511811023622
9020,0.404,0.5905511811023622
9025,0.406,0.5859375
9030,0.406,0.5736434108527132
9035,0.412,0.5846153846153846
9040,0.414,0.5801526717557252
9045,0.416,0.5877862595419847
9050,0.42,0.5789473684210527
9055,0.422,0.5864661654135338
9060,0.42,0.5909090909090909
9065,0.422,0.6106870229007634
9070,0.42,0.6030534351145038
9075,0.412,0.609375
9080,0.414,0.6171875
9085,0.418,0.6076923076923076
9090,0.416,0.6
9095,0.418,0.6076923076923076
9100,0.418,0.6328125
9105,0.418,0.6076923076923076
9110,0.422,0.6106870229007634
9115,0.424,0.6060606060606061
9120,0.426,0.6015037593984962
9125,0.424,0.5939849624060151
9130,0.422,0.5864661654135338
9135,0.426,0.6015037593984962
9140,0.426,0.6015037593984962
9145,0.432,0.5882352941176471
9150,0.43,0.6044776119402985
9155,0.436,0.5912408759124088
9160,0.44,0.5827338129496403
9165,0.436,0.5912408759124088
9170,0.44,0.5942028985507246
9175,0.444,0.5971223021582733
9180,0.442,0.5785714285714286
9185,0.452,0.5804195804195804
9190,0.448,0.5774647887323944
9195,0.446,0.5815602836879432
9200,0.446,0.5704225352112676
9205,0.448,0.5774647887323944
9210,0.456,0.5833333333333334
9215,0.456,0.5944055944055944
9220,0.456,0.5833333333333334
9225,0.458,0.5684931506849316
9230,0.46,0.564625850340136
9235,0.466,0.5743243243243243
9240,0.466,0.5743243243243243
9245,0.466,0.5743243243243243
9250,0.47,0.5666666666666667
9255,0.468,0.56
9260,0.476,0.5454545454545454
9265,0.476,0.5657894736842105
9270,0.472,0.5629139072847682
9275,0.47,0.5878378378378378
9280,0.468,0.5918367346938775
9285,0.468,0.581081081081081
9290,0.468,0.5704697986577181
